# Sun in houses
6,9,1.38,0.83,1.09,0.83,0.70,1.28,0.94,1.16,0.80
6,10,0.93,1.35,1.05,0.77,0.52,1.33,0.93,1.36,0.77
6,11,0.72,1.74,1.16,0.98,1.37,0.55,0.83,0.93,0.73
6,12,0.64,0.93,1.23,1.12,1.01,0.99,1.36,0.74,0.98
# Saturn in houses
7,1,1.22,0.60,0.53,0.94,0.75,1.21,1.65,0.92,1.18
7,2,0.98,0.82,0.94,0.79,1.46,1.11,1.09,0.88,0.93
7,3,0.38,0.96,1.57,1.45,1.04,0.56,0.67,1.36,1.02
7,4,1.27,1.39,0.91,0.32,0.78,0.94,1.29,0.78,1.32
7,5,0.39,0.81,0.98,0.89,1.65,0.93,1.02,1.42,0.91
7,6,1.63,1.37,1.24,0.52,0.42,0.84,0.55,1.00,1.42
7,7,0.78,0.99,1.11,1.29,1.08,1.06,1.01,0.87,0.81
7,8,1.37,0.53,0.76,1.22,1.35,0.90,1.07,0.74,1.06
7,9,1.22,0.84,0.67,1.03,1.06,1.27,1.07,0.77,1.07
7,10,1.31,0.96,1.17,1.63,0.69,1.29,0.67,0.67,0.62
7,11,0.72,1.58,0.75,0.55,0.88,1.15,1.34,1.13,0.89
7,12,0.70,1.14,1.45,1.60,0.64,0.69,0.57,1.49,0.72
# Uranus in houses
8,1,0.88,0.52,0.92,1.27,1.41,0.96,0.92,0.95,1.17
8,2,1.12,0.88,0.62,1.32,1.06,1.19,1.11,0.93,0.78
8,3,0.84,0.82,1.06,0.86,1.03,0.92,1.45,1.09,0.93
8,4,1.22,1.01,1.08,0.80,0.53,0.86,0.90,1.09,1.51
8,5,0.83,1.07,1.24,1.60,0.57,1.27,0.84,0.74,0.84
8,6,1.01,0.67,1.14,0.75,0.67,1.35,1.19,1.40,0.83
8,7,1.12,1.09,0.97,0.48,1.15,1.01,1.33,0.76,1.08
8,8,0.65,0.68,1.06,1.14,1.25,1.19,1.14,0.83,1.07
8,9,0.86,1.12,1.24,1.05,0.95,0.84,1.11,0.84,0.99
8,10,1.38,1.42,0.76,0.99,0.70,0.56,0.74,1.38,1.07
8,11,0.98,0.86,1.29,1.13,1.44,1.09,0.51,0.94,0.76
8,12,1.06,1.79,0.59,0.59,1.11,0.81,1.01,1.03,1.02
# Neptune in houses
9,1,0.92,1.35,1.63,1.23,0.57,0.64,0.78,0.83,1.07
9,2,0.66,1.29,1.14,0.90,1.17,0.87,1.00,0.86,1.10
9,3,1.11,1.04,0.74,1.05,1.36,0.55,1.03,1.21,0.92
9,4,1.00,0.85,1.29,1.36,0.82,1.56,0.70,0.67,0.76
9,5,0.86,1.13,1.07,0.88,0.95,1.02,0.95,0.93,1.21
9,6,0.74,0.94,1.15,1.04,1.02,0.82,1.14,0.91,1.23
9,7,0.85,0.96,0.98,1.16,1.27,0.84,0.73,1.44,0.78
9,8,1.12,1.09,0.70,0.61,1.10,1.33,1.02,1.14,0.87
9,9,1.42,0.65,1.10,1.18,0.55,0.88,1.32,0.88,1.03
9,10,1.15,1.01,0.88,0.39,0.85,1.59,0.75,1.24,1.15
9,11,0.91,1.17,0.63,0.93,1.36,0.79,1.30,0.99,0.92
9,12,1.26,0.42,0.70,1.49,0.95,0.96,1.38,0.87,0.96
# Pluto in houses
10,1,0.90,1.32,0.66,1.39,1.00,0.62,1.17,0.89,1.05
10,2,1.37,0.57,1.32,1.10,1.56,0.87,0.89,0.53,0.81
10,3,0.91,1.07,0.85,1.03,0.56,1.44,0.77,1.15,1.21
10,4,0.52,1.06,1.08,1.06,0.90,1.03,1.21,0.84,1.29
10,5,0.53,0.62,1.21,1.19,1.04,1.05,1.24,1.14,0.97
10,6,0.79,0.98,0.93,1.15,1.10,1.11,0.87,1.51,0.56
10,7,1.15,1.28,0.84,0.90,1.08,1.07,0.96,0.67,1.06
10,8,1.30,0.67,1.42,0.70,0.75,1.28,1.24,0.82,0.82
10,9,1.75,1.10,0.69,0.68,0.62,1.23,0.76,1.20,0.97
10,10,0.98,1.02,1.01,0.85,1.11,0.82,1.17,0.94,1.10
10,11,0.76,1.10,1.31,1.12,0.72,0.91,0.76,1.28,1.04
10,12,0.80,1.07,0.76,1.05,1.52,0.65,0.95,1.18,1.03
# True node in houses
12,1,1.12,1.28,0.83,1.06,0.78,0.79,1.03,0.93,1.19
12,2,0.82,1.33,1.14,1.40,1.01,0.99,0.89,0.82,0.61
12,3,1.04,0.76,0.65,1.17,0.77,0.82,1.35,1.22,1.21
12,4,0.93,1.24,0.72,0.95,0.76,1.07,1.05,1.18,1.09
12,5,1.66,1.27,0.81,1.43,0.75,0.52,0.73,1.25,0.58
12,6,1.01,0.74,1.31,0.95,1.66,0.58,1.15,0.76,0.84
12,7,0.46,0.54,1.24,1.03,0.90,1.63,1.25,0.66,1.29
12,8,0.89,1.19,1.31,0.68,1.46,0.95,0.48,0.80,1.23
12,9,0.93,0.68,0.67,1.14,1.25,0.91,0.78,1.25,1.38
12,10,1.43,0.77,0.94,0.69,0.83,1.19,1.22,0.88,1.06
12,11,0.89,0.94,1.09,0.99,0.89,1.11,0.99,1.44,0.67
12,12,0.71,1.18,1.26,0.62,0.87,1.50,1.18,0.82,0.84
# Cheiron in houses
13,1,1.11,1.08,0.77,0.85,0.68,1.37,1.02,0.83,1.30
13,2,0.09,1.59,1.13,0.56,1.34,1.25,1.24,0.98,0.83
13,3,1.13,0.69,0.59,1.64,1.04,0.84,0.79,1.44,0.86
13,4,1.10,0.87,1.06,1.47,0.73,0.67,1.26,1.07,0.77
13,5,1.04,1.19,1.00,0.76,1.09,1.09,0.86,0.93,1.04
13,6,1.35,1.84,0.93,0.46,0.55,0.71,0.99,0.89,1.27
13,7,0.93,0.60,1.18,0.53,1.02,1.23,1.28,1.12,1.12
13,8,0.68,1.19,0.98,1.11,1.41,1.00,0.92,1.03,0.67
13,9,0.83,0.54,1.44,0.95,0.45,1.00,1.08,1.33,1.38
13,10,0.80,0.58,1.00,1.31,1.38,0.95,1.14,0.65,1.19
13,11,1.64,0.80,0.94,1.02,1.34,0.81,0.65,0.98,0.83 
13,12,1.37,0.94,1.00,1.23,0.79,1.11,0.83,0.87,0.87
# Mean lunar apogee in houses
43,1,0.69,1.40,1.06,0.88,0.96,0.83,0.84,1.26,1.08
43,2,1.09,0.83,1.07,1.67,1.30,0.84,0.82,0.63,0.75
43,3,0.87,1.28,0.89,0.84,1.05,1.08,1.05,1.06,0.89
43,4,0.89,1.12,1.10,0.81,1.14,0.93,0.99,1.03,0.99
43,5,1.12,0.86,0.78,1.35,0.91,0.80,1.21,0.96,1.00
43,6,1.04,1.10,0.85,0.65,0.77,1.07,1.10,1.15,1.28
43,7,0.90,0.96,1.41,0.90,0.61,1.15,1.11,0.94,1.00
43,8,1.14,0.84,1.04,0.84,1.02,0.88,1.03,1.05,1.16
43,9,0.95,0.98,0.81,0.86,0.95,1.54,0.90,1.02,0.99
43,10,0.86,1.14,1.02,0.88,1.19,1.02,0.84,0.96,1.11
43,11,1.38,0.87,0.88,0.95,1.10,1.14,1.09,0.63,0.96
43,12,1.12,0.57,1.16,1.29,0.92,0.82,1.02,1.30,0.80
#

